pathway	sequence	100CHE6KO	101CHE6WT	102CHE6WT	103CHE6KO	104CHE6KO	20CMK6KO	21CMK6WT	22CMK6KO	23CMK6WT	24CMK6KO	26CMK6WT	30CMK6KO	32CMK6KO	33CMK6WT	34CMK6KO	36CMK6WT	81CHE6WT	82CHE6WT	84CHE6KO	86CHE6WT	87CHE6KO	88CHE6KO	99CHE6KO	9CMK6KO
PEPTIDOGLYCANSYN-PWY	48292bb527301239168556057a7805bb	0.0	0.0	0.0	0.0	0.0	34.0	40.25	59.25	38.5	56.0	28.75	53.0	11.75	40.5	12.25	27.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.75
PEPTIDOGLYCANSYN-PWY	48634a509c9db2a42174d1920e5c3999	76.8398	85.2606	241.0454	10.526	0.0	464.1966	98.9444	178.942	83.1554	514.7214	364.1996	4.2104	0.0	219.9934	2.1052	114.7334	13.6838	42.104	38.9462	175.7842	258.9396	11.5786	15.789	335.7794
PEPTIDOGLYCANSYN-PWY	5c5f6d5a2d45a21bc576e475985efa17	8.75	14.5	6.25	21.75	25.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.75	31.5	41.0	19.75	38.5	30.75	18.5	0.0
PEPTIDOGLYCANSYN-PWY	663baa27cddeac43b08f428e96650bf5	28.0	7.25	11.25	8.75	18.75	70.75	108.0	134.0	218.25	204.75	93.0	114.25	123.75	102.75	84.5	138.25	7.0	8.25	6.75	22.0	18.75	18.25	28.25	55.75
PEPTIDOGLYCANSYN-PWY	691eeed271e420c8e7a91d5ea0cf5431	26.75	33.75	25.5	16.75	45.75	1.25	1.25	0.0	3.0	0.0	5.25	0.0	0.0	0.0	0.0	1.5	23.75	17.0	27.0	44.0	40.25	28.5	32.0	6.25
PEPTIDOGLYCANSYN-PWY	6d5af1db8934361889a6fb8d80c70836	77.0	60.5	46.75	53.5	84.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.25	41.5	48.0	68.0	63.0	71.0	96.25	0.0
PEPTIDOGLYCANSYN-PWY	749f091c6dfc58f7a48d89cf4c0f3049	75.0	0.0	7.0	55.0	23.0	14.0	92.0	21.0	19.0	173.0	109.0	146.0	37.0	16.0	69.0	13.0	81.0	12.0	10.0	27.0	23.0	174.0	131.0	22.0
PEPTIDOGLYCANSYN-PWY	763af2e6cfd1d573893fa6d28aafc4b5	22.25	27.5	22.75	23.25	35.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.5	13.0	11.75	25.75	29.75	18.0	26.5	0.0
PEPTIDOGLYCANSYN-PWY	7e5d7cc681f5a0c25e0816a77d59ffb2	2.5	6.5	4.25	4.75	6.25	9.5	12.0	24.0	7.75	27.5	12.0	21.25	19.25	9.5	14.0	13.75	11.25	9.5	12.25	5.75	6.0	2.5	9.5	9.5
PEPTIDOGLYCANSYN-PWY	86681c8e9c64b6683071cf185f9e3419	179.0	174.75	102.0	145.0	239.5	284.25	451.5	539.5	464.5	491.0	260.25	474.75	135.0	429.0	156.25	328.5	218.0	191.5	173.75	278.5	257.5	213.0	290.0	213.0
PEPTIDOGLYCANSYN-PWY	8726f3950f95ade7a06f46b7cf3de779	37.0	55.33	18.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.67	30.67	43.67	28.33	14.0	14.67	70.33	0.0
PEPTIDOGLYCANSYN-PWY	8db33d54e5184b0f448ae140f793368a	0.0	0.0	0.0	0.0	0.0	16.25	2.75	19.5	4.75	62.75	34.0	0.0	19.0	4.0	18.0	27.75	16.0	12.0	25.5	0.0	0.0	0.0	0.0	9.0
PEPTIDOGLYCANSYN-PWY	94be7094bb21b6425f166ebb9f64f64f	8.5	12.75	12.0	19.0	33.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.5	33.25	49.75	24.5	44.25	24.0	14.75	0.0
PEPTIDOGLYCANSYN-PWY	a895f151de7f3a3e9b84e15800425631	72.25	224.0	85.5	85.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.25	101.75	86.75	34.0	42.25	27.0	130.75	0.0
PEPTIDOGLYCANSYN-PWY	abd40160e03332710641ee74b1b42816	0.0	0.0	0.0	0.0	0.0	36.0	16.75	75.25	23.75	73.0	22.5	78.75	70.75	61.25	71.25	29.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.25
PEPTIDOGLYCANSYN-PWY	b639d3575f66b7b6b5dd908999072997	33.5	12.75	14.5	17.75	29.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.75	58.5	102.25	22.0	47.0	16.25	21.25	0.0
PEPTIDOGLYCANSYN-PWY	b8083ad94a9a412e5d124d68d2da3343	58.9456	0.0	0.0	408.4088	11.052299999999999	0.0	0.0	0.0	0.0	0.0	0.0	1396.8002	7.8945	16.8416	103.6811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.947099999999999	1.5789
PEPTIDOGLYCANSYN-PWY	bac85f511e578b92b4a16264719bdb2d	14.0	1.0	15.75	32.75	22.5	110.0	114.75	88.0	114.0	106.5	127.75	115.5	113.75	93.0	103.75	73.5	22.25	9.25	30.5	8.75	8.75	2.25	34.5	67.25
PEPTIDOGLYCANSYN-PWY	c6f8879689d204423d60258f2759ebf1	6.75	9.25	1.75	6.75	3.0	6.25	12.5	35.5	3.0	31.0	25.0	29.5	27.5	12.5	7.0	13.0	14.0	13.75	25.5	2.25	5.25	5.25	8.5	13.0
PEPTIDOGLYCANSYN-PWY	c9e3a646d6b14e727ec78e0abe6aa878	0.0	9.9999	9.9999	6.6666	6.6666	94.4435	154.4429	429.9957	166.665	123.3321	119.9988	188.887	261.1085	22.222	71.1104	52.2217	11.111	27.7775	54.4439	13.3332	11.111	6.6666	2.2222	53.3328
PEPTIDOGLYCANSYN-PWY	cebb9cfc1d8430f13650adacf98b0a61	0.0	0.0	0.0	0.0	0.0	42.0	20.25	59.25	27.0	33.75	17.5	5.0	53.0	16.5	33.5	7.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.75
PEPTIDOGLYCANSYN-PWY	cfe4029cc35d2695cf0ce8c5ff332956	17.25	59.5	27.5	27.5	29.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.75	36.75	26.0	11.75	14.75	8.25	37.5	0.0
PEPTIDOGLYCANSYN-PWY	d307aef8086bbdb1c3e4f3d5511412dc	2.75	17.25	8.0	6.5	12.25	23.0	10.5	77.0	3.5	81.25	44.5	2.75	2.25	47.75	0.5	69.5	38.75	26.75	39.25	11.75	9.5	10.5	16.75	39.25
PEPTIDOGLYCANSYN-PWY	d6cecaaf52a711cc96417a5334067830	46.5	66.75	4.25	22.5	39.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.5	21.0	19.0	29.5	30.25	27.0	50.5	0.0
PEPTIDOGLYCANSYN-PWY	daac2b933e609bc0b483a4c25c92a055	0.0	0.0	0.0	0.0	0.0	20.25	24.0	15.5	19.5	23.0	43.5	24.5	25.25	40.75	25.25	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.5
PEPTIDOGLYCANSYN-PWY	de1be320837d0ac367b4ccef7f7ef44c	0.5	0.0	0.0	0.0	0.0	39.25	53.5	16.0	1.5	19.0	6.5	72.75	50.75	20.0	40.5	3.25	1.75	0.0	0.75	0.0	2.75	2.75	2.0	9.75
PEPTIDOGLYCANSYN-PWY	e6380dc8bedb392a5c2139c21c26a7e4	286.0	0.0	218.0	258.0	235.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219.0	312.0	562.0	498.0	661.0	221.0	320.0	0.0
PEPTIDOGLYCANSYN-PWY	f3e89fa547a772288e6624c88135a47f	0.0	0.0	0.0	0.0	0.0	68.25	19.75	2.25	76.5	10.25	0.0	129.0	109.0	0.0	140.75	3.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.25
PEPTIDOGLYCANSYN-PWY	f5b23f626e3f2d2d1213f83c6de3e385	16.75	10.25	4.25	3.25	3.5	23.0	8.5	17.25	5.75	24.75	36.75	17.25	30.5	18.0	28.0	31.25	4.0	4.25	8.25	11.75	14.25	6.25	29.25	10.75
PEPTIDOGLYCANSYN-PWY	ff33233ffebbe6e3720af8bba7e89f08	59.75	53.75	36.25	46.0	82.5	25.0	47.75	56.25	77.75	49.25	27.25	41.75	9.0	37.25	12.0	21.0	51.5	41.0	45.0	75.5	74.0	43.25	74.25	12.5
PHOSLIPSYN-PWY	20e568023c10eaac834f1c110aacea18	29.9988	596.5146	265.37399999999997	166.1472	294.219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.6134	27.6912	55.3824	3.4614	21.9222	3.4614	237.6828	0.0
PHOSLIPSYN-PWY	2a45f0b7f68a35504402988bcb8eb7fe	0.0	0.0	0.0	0.0	0.0	62.5	18.75	212.5	46.25	343.75	215.0	40.0	355.0	280.0	76.25	236.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.5
PHOSLIPSYN-PWY	48634a509c9db2a42174d1920e5c3999	91.25	101.25	286.25	12.5	0.0	551.25	117.5	212.5	98.75	611.25	432.5	5.0	0.0	261.25	2.5	136.25	16.25	50.0	46.25	208.75	307.5	13.75	18.75	398.75
PHOSLIPSYN-PWY	749f091c6dfc58f7a48d89cf4c0f3049	83.3325	0.0	7.777699999999999	61.1105	25.5553	15.555399999999999	102.2212	23.333099999999998	21.1109	192.2203	121.1099	162.2206	41.1107	17.7776	76.6659	14.4443	89.9991	13.3332	11.111	29.9997	25.5553	193.3314	145.5541	24.4442
PHOSLIPSYN-PWY	9272935a83a4b015099938a373d42cc5	0.0	0.0	0.0	0.0	0.0	18.522037	22.966437000000003	224.07553699999997	150.36516300000002	129.254263	129.99869999999999	0.0	0.0	117.409937	26.299737	125.920963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.966637
PHOSLIPSYN-PWY	b8083ad94a9a412e5d124d68d2da3343	70.0	0.0	0.0	485.0	13.125	0.0	0.0	0.0	0.0	0.0	0.0	1658.75	9.375	20.0	123.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.625	1.875
PHOSLIPSYN-PWY	c9e3a646d6b14e727ec78e0abe6aa878	0.0	9.9999	9.9999	6.6666	6.6666	94.4435	154.4429	429.9957	166.665	123.3321	119.9988	188.887	261.1085	22.222	71.1104	52.2217	11.111	27.7775	54.4439	13.3332	11.111	6.6666	2.2222	53.3328
POLYISOPRENSYN-PWY	23fe12a325dfefcdb23447f43b6b896e	108.0	0.0	116.0	121.0	125.0	181.0	91.0	530.0	501.0	941.0	240.0	19.0	50.0	284.0	7.0	699.0	179.0	261.0	480.0	209.0	265.0	127.0	124.0	678.0
POLYISOPRENSYN-PWY	288c8176059111c4c7fdfb0cd5afce64	25.5	22.5	14.75	17.25	23.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.75	27.75	28.75	21.0	24.0	13.0	41.5	0.0
POLYISOPRENSYN-PWY	2a45f0b7f68a35504402988bcb8eb7fe	0.0	0.0	0.0	0.0	0.0	50.0	15.0	170.0	37.0	275.0	172.0	32.0	284.0	224.0	61.0	189.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0
POLYISOPRENSYN-PWY	343635a5abc8d3b1dbd2b305eb0efe32	16.0	6.25	3.25	6.5	17.25	6.25	12.0	6.5	9.75	14.0	19.5	7.25	5.75	6.0	5.5	5.5	21.0	13.75	16.75	26.25	27.75	26.25	20.0	3.25
POLYISOPRENSYN-PWY	40c2346925c479d2f90d76aea73b0975	0.75	4.75	0.0	0.0	1.75	16.75	9.0	87.75	5.75	88.25	38.5	2.0	2.5	36.0	2.25	65.5	7.75	5.75	7.0	1.25	1.5	1.75	5.75	35.25
POLYISOPRENSYN-PWY	48292bb527301239168556057a7805bb	0.0	0.0	0.0	0.0	0.0	34.0	40.25	59.25	38.5	56.0	28.75	53.0	11.75	40.5	12.25	27.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.75
POLYISOPRENSYN-PWY	5c5f6d5a2d45a21bc576e475985efa17	8.75	14.5	6.25	21.75	25.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.75	31.5	41.0	19.75	38.5	30.75	18.5	0.0
POLYISOPRENSYN-PWY	663baa27cddeac43b08f428e96650bf5	28.0	7.25	11.25	8.75	18.75	70.75	108.0	134.0	218.25	204.75	93.0	114.25	123.75	102.75	84.5	138.25	7.0	8.25	6.75	22.0	18.75	18.25	28.25	55.75
POLYISOPRENSYN-PWY	691eeed271e420c8e7a91d5ea0cf5431	26.75	33.75	25.5	16.75	45.75	1.25	1.25	0.0	3.0	0.0	5.25	0.0	0.0	0.0	0.0	1.5	23.75	17.0	27.0	44.0	40.25	28.5	32.0	6.25
POLYISOPRENSYN-PWY	6d5af1db8934361889a6fb8d80c70836	77.0	60.5	46.75	53.5	84.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.25	41.5	48.0	68.0	63.0	71.0	96.25	0.0
POLYISOPRENSYN-PWY	749f091c6dfc58f7a48d89cf4c0f3049	75.0	0.0	7.0	55.0	23.0	14.0	92.0	21.0	19.0	173.0	109.0	146.0	37.0	16.0	69.0	13.0	81.0	12.0	10.0	27.0	23.0	174.0	131.0	22.0
POLYISOPRENSYN-PWY	763af2e6cfd1d573893fa6d28aafc4b5	22.25	27.5	22.75	23.25	35.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.5	13.0	11.75	25.75	29.75	18.0	26.5	0.0
POLYISOPRENSYN-PWY	7e5d7cc681f5a0c25e0816a77d59ffb2	2.5	6.5	4.25	4.75	6.25	9.5	12.0	24.0	7.75	27.5	12.0	21.25	19.25	9.5	14.0	13.75	11.25	9.5	12.25	5.75	6.0	2.5	9.5	9.5
POLYISOPRENSYN-PWY	86681c8e9c64b6683071cf185f9e3419	179.0	174.75	102.0	145.0	239.5	284.25	451.5	539.5	464.5	491.0	260.25	474.75	135.0	429.0	156.25	328.5	218.0	191.5	173.75	278.5	257.5	213.0	290.0	213.0
POLYISOPRENSYN-PWY	8db33d54e5184b0f448ae140f793368a	0.0	0.0	0.0	0.0	0.0	16.25	2.75	19.5	4.75	62.75	34.0	0.0	19.0	4.0	18.0	27.75	16.0	12.0	25.5	0.0	0.0	0.0	0.0	9.0
POLYISOPRENSYN-PWY	9272935a83a4b015099938a373d42cc5	0.0	0.0	0.0	0.0	0.0	16.67	20.67	201.67	135.33	116.33	117.0	0.0	0.0	105.67	23.67	113.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67
POLYISOPRENSYN-PWY	94be7094bb21b6425f166ebb9f64f64f	8.5	12.75	12.0	19.0	33.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.5	33.25	49.75	24.5	44.25	24.0	14.75	0.0
POLYISOPRENSYN-PWY	a895f151de7f3a3e9b84e15800425631	72.25	224.0	85.5	85.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.25	101.75	86.75	34.0	42.25	27.0	130.75	0.0
POLYISOPRENSYN-PWY	abd40160e03332710641ee74b1b42816	0.0	0.0	0.0	0.0	0.0	36.0	16.75	75.25	23.75	73.0	22.5	78.75	70.75	61.25	71.25	29.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.25
POLYISOPRENSYN-PWY	b639d3575f66b7b6b5dd908999072997	33.5	12.75	14.5	17.75	29.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.75	58.5	102.25	22.0	47.0	16.25	21.25	0.0
POLYISOPRENSYN-PWY	bac85f511e578b92b4a16264719bdb2d	14.0	1.0	15.75	32.75	22.5	110.0	114.75	88.0	114.0	106.5	127.75	115.5	113.75	93.0	103.75	73.5	22.25	9.25	30.5	8.75	8.75	2.25	34.5	67.25
POLYISOPRENSYN-PWY	c6f8879689d204423d60258f2759ebf1	6.75	9.25	1.75	6.75	3.0	6.25	12.5	35.5	3.0	31.0	25.0	29.5	27.5	12.5	7.0	13.0	14.0	13.75	25.5	2.25	5.25	5.25	8.5	13.0
POLYISOPRENSYN-PWY	c9e3a646d6b14e727ec78e0abe6aa878	0.0	9.0	9.0	6.0	6.0	85.0	139.0	387.0	150.0	111.0	108.0	170.0	235.0	20.0	64.0	47.0	10.0	25.0	49.0	12.0	10.0	6.0	2.0	48.0
POLYISOPRENSYN-PWY	cebb9cfc1d8430f13650adacf98b0a61	0.0	0.0	0.0	0.0	0.0	42.0	20.25	59.25	27.0	33.75	17.5	5.0	53.0	16.5	33.5	7.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.75
POLYISOPRENSYN-PWY	cfe4029cc35d2695cf0ce8c5ff332956	17.25	59.5	27.5	27.5	29.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.75	36.75	26.0	11.75	14.75	8.25	37.5	0.0
POLYISOPRENSYN-PWY	d307aef8086bbdb1c3e4f3d5511412dc	2.75	17.25	8.0	6.5	12.25	23.0	10.5	77.0	3.5	81.25	44.5	2.75	2.25	47.75	0.5	69.5	38.75	26.75	39.25	11.75	9.5	10.5	16.75	39.25
POLYISOPRENSYN-PWY	d6cecaaf52a711cc96417a5334067830	46.5	66.75	4.25	22.5	39.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.5	21.0	19.0	29.5	30.25	27.0	50.5	0.0
POLYISOPRENSYN-PWY	daac2b933e609bc0b483a4c25c92a055	0.0	0.0	0.0	0.0	0.0	20.25	24.0	15.5	19.5	23.0	43.5	24.5	25.25	40.75	25.25	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.5
POLYISOPRENSYN-PWY	de1be320837d0ac367b4ccef7f7ef44c	0.5	0.0	0.0	0.0	0.0	39.25	53.5	16.0	1.5	19.0	6.5	72.75	50.75	20.0	40.5	3.25	1.75	0.0	0.75	0.0	2.75	2.75	2.0	9.75
POLYISOPRENSYN-PWY	e6380dc8bedb392a5c2139c21c26a7e4	286.0	0.0	218.0	258.0	235.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219.0	312.0	562.0	498.0	661.0	221.0	320.0	0.0
POLYISOPRENSYN-PWY	f3e89fa547a772288e6624c88135a47f	0.0	0.0	0.0	0.0	0.0	68.25	19.75	2.25	76.5	10.25	0.0	129.0	109.0	0.0	140.75	3.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.25
POLYISOPRENSYN-PWY	f5b23f626e3f2d2d1213f83c6de3e385	16.75	10.25	4.25	3.25	3.5	23.0	8.5	17.25	5.75	24.75	36.75	17.25	30.5	18.0	28.0	31.25	4.0	4.25	8.25	11.75	14.25	6.25	29.25	10.75
POLYISOPRENSYN-PWY	ff33233ffebbe6e3720af8bba7e89f08	59.75	53.75	36.25	46.0	82.5	25.0	47.75	56.25	77.75	49.25	27.25	41.75	9.0	37.25	12.0	21.0	51.5	41.0	45.0	75.5	74.0	43.25	74.25	12.5
PWY-1269	23fe12a325dfefcdb23447f43b6b896e	108.0	0.0	116.0	121.0	125.0	181.0	91.0	530.0	501.0	941.0	240.0	19.0	50.0	284.0	7.0	699.0	179.0	261.0	480.0	209.0	265.0	127.0	124.0	678.0
PWY-1269	288c8176059111c4c7fdfb0cd5afce64	25.5	22.5	14.75	17.25	23.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.75	27.75	28.75	21.0	24.0	13.0	41.5	0.0
PWY-1269	343635a5abc8d3b1dbd2b305eb0efe32	16.0	6.25	3.25	6.5	17.25	6.25	12.0	6.5	9.75	14.0	19.5	7.25	5.75	6.0	5.5	5.5	21.0	13.75	16.75	26.25	27.75	26.25	20.0	3.25
PWY-1269	40c2346925c479d2f90d76aea73b0975	0.75	4.75	0.0	0.0	1.75	16.75	9.0	87.75	5.75	88.25	38.5	2.0	2.5	36.0	2.25	65.5	7.75	5.75	7.0	1.25	1.5	1.75	5.75	35.25
PWY-1269	48292bb527301239168556057a7805bb	0.0	0.0	0.0	0.0	0.0	34.0	40.25	59.25	38.5	56.0	28.75	53.0	11.75	40.5	12.25	27.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.75
PWY-1269	5c5f6d5a2d45a21bc576e475985efa17	8.75	14.5	6.25	21.75	25.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.75	31.5	41.0	19.75	38.5	30.75	18.5	0.0
PWY-1269	663baa27cddeac43b08f428e96650bf5	28.0	7.25	11.25	8.75	18.75	70.75	108.0	134.0	218.25	204.75	93.0	114.25	123.75	102.75	84.5	138.25	7.0	8.25	6.75	22.0	18.75	18.25	28.25	55.75
PWY-1269	691eeed271e420c8e7a91d5ea0cf5431	26.75	33.75	25.5	16.75	45.75	1.25	1.25	0.0	3.0	0.0	5.25	0.0	0.0	0.0	0.0	1.5	23.75	17.0	27.0	44.0	40.25	28.5	32.0	6.25
PWY-1269	6d5af1db8934361889a6fb8d80c70836	77.0	60.5	46.75	53.5	84.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.25	41.5	48.0	68.0	63.0	71.0	96.25	0.0
PWY-1269	763af2e6cfd1d573893fa6d28aafc4b5	22.25	27.5	22.75	23.25	35.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.5	13.0	11.75	25.75	29.75	18.0	26.5	0.0
PWY-1269	7e5d7cc681f5a0c25e0816a77d59ffb2	2.5	6.5	4.25	4.75	6.25	9.5	12.0	24.0	7.75	27.5	12.0	21.25	19.25	9.5	14.0	13.75	11.25	9.5	12.25	5.75	6.0	2.5	9.5	9.5
PWY-1269	86681c8e9c64b6683071cf185f9e3419	179.0	174.75	102.0	145.0	239.5	284.25	451.5	539.5	464.5	491.0	260.25	474.75	135.0	429.0	156.25	328.5	218.0	191.5	173.75	278.5	257.5	213.0	290.0	213.0
PWY-1269	8726f3950f95ade7a06f46b7cf3de779	37.0	55.33	18.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.67	30.67	43.67	28.33	14.0	14.67	70.33	0.0
PWY-1269	8db33d54e5184b0f448ae140f793368a	0.0	0.0	0.0	0.0	0.0	16.25	2.75	19.5	4.75	62.75	34.0	0.0	19.0	4.0	18.0	27.75	16.0	12.0	25.5	0.0	0.0	0.0	0.0	9.0
PWY-1269	9272935a83a4b015099938a373d42cc5	0.0	0.0	0.0	0.0	0.0	16.67	20.67	201.67	135.33	116.33	117.0	0.0	0.0	105.67	23.67	113.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67
PWY-1269	94be7094bb21b6425f166ebb9f64f64f	8.5	12.75	12.0	19.0	33.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.5	33.25	49.75	24.5	44.25	24.0	14.75	0.0
PWY-1269	a895f151de7f3a3e9b84e15800425631	72.25	224.0	85.5	85.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.25	101.75	86.75	34.0	42.25	27.0	130.75	0.0
PWY-1269	abd40160e03332710641ee74b1b42816	0.0	0.0	0.0	0.0	0.0	36.0	16.75	75.25	23.75	73.0	22.5	78.75	70.75	61.25	71.25	29.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.25
PWY-1269	b639d3575f66b7b6b5dd908999072997	33.5	12.75	14.5	17.75	29.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.75	58.5	102.25	22.0	47.0	16.25	21.25	0.0
PWY-1269	bac85f511e578b92b4a16264719bdb2d	14.0	1.0	15.75	32.75	22.5	110.0	114.75	88.0	114.0	106.5	127.75	115.5	113.75	93.0	103.75	73.5	22.25	9.25	30.5	8.75	8.75	2.25	34.5	67.25
PWY-1269	c6f8879689d204423d60258f2759ebf1	6.75	9.25	1.75	6.75	3.0	6.25	12.5	35.5	3.0	31.0	25.0	29.5	27.5	12.5	7.0	13.0	14.0	13.75	25.5	2.25	5.25	5.25	8.5	13.0
PWY-1269	cebb9cfc1d8430f13650adacf98b0a61	0.0	0.0	0.0	0.0	0.0	42.0	20.25	59.25	27.0	33.75	17.5	5.0	53.0	16.5	33.5	7.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.75
PWY-1269	cfe4029cc35d2695cf0ce8c5ff332956	17.25	59.5	27.5	27.5	29.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.75	36.75	26.0	11.75	14.75	8.25	37.5	0.0
PWY-1269	d307aef8086bbdb1c3e4f3d5511412dc	2.75	17.25	8.0	6.5	12.25	23.0	10.5	77.0	3.5	81.25	44.5	2.75	2.25	47.75	0.5	69.5	38.75	26.75	39.25	11.75	9.5	10.5	16.75	39.25
PWY-1269	d6cecaaf52a711cc96417a5334067830	46.5	66.75	4.25	22.5	39.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.5	21.0	19.0	29.5	30.25	27.0	50.5	0.0
PWY-1269	daac2b933e609bc0b483a4c25c92a055	0.0	0.0	0.0	0.0	0.0	20.25	24.0	15.5	19.5	23.0	43.5	24.5	25.25	40.75	25.25	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.5
PWY-1269	de1be320837d0ac367b4ccef7f7ef44c	0.5	0.0	0.0	0.0	0.0	39.25	53.5	16.0	1.5	19.0	6.5	72.75	50.75	20.0	40.5	3.25	1.75	0.0	0.75	0.0	2.75	2.75	2.0	9.75
PWY-1269	e6380dc8bedb392a5c2139c21c26a7e4	286.0	0.0	218.0	258.0	235.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219.0	312.0	562.0	498.0	661.0	221.0	320.0	0.0
PWY-1269	f3e89fa547a772288e6624c88135a47f	0.0	0.0	0.0	0.0	0.0	68.25	19.75	2.25	76.5	10.25	0.0	129.0	109.0	0.0	140.75	3.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.25
PWY-1269	f5b23f626e3f2d2d1213f83c6de3e385	16.75	10.25	4.25	3.25	3.5	23.0	8.5	17.25	5.75	24.75	36.75	17.25	30.5	18.0	28.0	31.25	4.0	4.25	8.25	11.75	14.25	6.25	29.25	10.75
PWY-1269	ff33233ffebbe6e3720af8bba7e89f08	59.75	53.75	36.25	46.0	82.5	25.0	47.75	56.25	77.75	49.25	27.25	41.75	9.0	37.25	12.0	21.0	51.5	41.0	45.0	75.5	74.0	43.25	74.25	12.5
PWY-2941	2a45f0b7f68a35504402988bcb8eb7fe	0.0	0.0	0.0	0.0	0.0	50.0	15.0	170.0	37.0	275.0	172.0	32.0	284.0	224.0	61.0	189.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0
PWY-2941	c9e3a646d6b14e727ec78e0abe6aa878	0.0	9.0	9.0	6.0	6.0	85.0	139.0	387.0	150.0	111.0	108.0	170.0	235.0	20.0	64.0	47.0	10.0	25.0	49.0	12.0	10.0	6.0	2.0	48.0
