pathway	sequence	100CHE6KO	101CHE6WT	102CHE6WT	103CHE6KO	104CHE6KO	20CMK6KO	21CMK6WT	22CMK6KO	23CMK6WT	24CMK6KO	26CMK6WT	30CMK6KO	32CMK6KO	33CMK6WT	34CMK6KO	36CMK6WT	81CHE6WT	82CHE6WT	84CHE6KO	86CHE6WT	87CHE6KO	88CHE6KO	99CHE6KO	9CMK6KO
1CMET2-PWY	20e568023c10eaac834f1c110aacea18	26.0	517.0	230.0	144.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	24.0	48.0	3.0	19.0	3.0	206.0	0.0
1CMET2-PWY	288c8176059111c4c7fdfb0cd5afce64	25.5	22.5	14.75	17.25	23.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.75	27.75	28.75	21.0	24.0	13.0	41.5	0.0
1CMET2-PWY	343635a5abc8d3b1dbd2b305eb0efe32	16.0	6.25	3.25	6.5	17.25	6.25	12.0	6.5	9.75	14.0	19.5	7.25	5.75	6.0	5.5	5.5	21.0	13.75	16.75	26.25	27.75	26.25	20.0	3.25
1CMET2-PWY	40c2346925c479d2f90d76aea73b0975	0.75	4.75	0.0	0.0	1.75	16.75	9.0	87.75	5.75	88.25	38.5	2.0	2.5	36.0	2.25	65.5	7.75	5.75	7.0	1.25	1.5	1.75	5.75	35.25
1CMET2-PWY	48292bb527301239168556057a7805bb	0.0	0.0	0.0	0.0	0.0	34.0	40.25	59.25	38.5	56.0	28.75	53.0	11.75	40.5	12.25	27.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.75
1CMET2-PWY	48634a509c9db2a42174d1920e5c3999	73.0	81.0	229.0	10.0	0.0	441.0	94.0	170.0	79.0	489.0	346.0	4.0	0.0	209.0	2.0	109.0	13.0	40.0	37.0	167.0	246.0	11.0	15.0	319.0
1CMET2-PWY	5c5f6d5a2d45a21bc576e475985efa17	8.75	14.5	6.25	21.75	25.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.75	31.5	41.0	19.75	38.5	30.75	18.5	0.0
1CMET2-PWY	663baa27cddeac43b08f428e96650bf5	28.0	7.25	11.25	8.75	18.75	70.75	108.0	134.0	218.25	204.75	93.0	114.25	123.75	102.75	84.5	138.25	7.0	8.25	6.75	22.0	18.75	18.25	28.25	55.75
1CMET2-PWY	691eeed271e420c8e7a91d5ea0cf5431	26.75	33.75	25.5	16.75	45.75	1.25	1.25	0.0	3.0	0.0	5.25	0.0	0.0	0.0	0.0	1.5	23.75	17.0	27.0	44.0	40.25	28.5	32.0	6.25
1CMET2-PWY	6d5af1db8934361889a6fb8d80c70836	77.0	60.5	46.75	53.5	84.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.25	41.5	48.0	68.0	63.0	71.0	96.25	0.0
1CMET2-PWY	763af2e6cfd1d573893fa6d28aafc4b5	22.25	27.5	22.75	23.25	35.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.5	13.0	11.75	25.75	29.75	18.0	26.5	0.0
1CMET2-PWY	7e5d7cc681f5a0c25e0816a77d59ffb2	2.5	6.5	4.25	4.75	6.25	9.5	12.0	24.0	7.75	27.5	12.0	21.25	19.25	9.5	14.0	13.75	11.25	9.5	12.25	5.75	6.0	2.5	9.5	9.5
1CMET2-PWY	86681c8e9c64b6683071cf185f9e3419	179.0	174.75	102.0	145.0	239.5	284.25	451.5	539.5	464.5	491.0	260.25	474.75	135.0	429.0	156.25	328.5	218.0	191.5	173.75	278.5	257.5	213.0	290.0	213.0
1CMET2-PWY	8726f3950f95ade7a06f46b7cf3de779	37.0	55.33	18.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.67	30.67	43.67	28.33	14.0	14.67	70.33	0.0
1CMET2-PWY	8db33d54e5184b0f448ae140f793368a	0.0	0.0	0.0	0.0	0.0	16.25	2.75	19.5	4.75	62.75	34.0	0.0	19.0	4.0	18.0	27.75	16.0	12.0	25.5	0.0	0.0	0.0	0.0	9.0
1CMET2-PWY	9272935a83a4b015099938a373d42cc5	0.0	0.0	0.0	0.0	0.0	16.67	20.67	201.67	135.33	116.33	117.0	0.0	0.0	105.67	23.67	113.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67
1CMET2-PWY	94be7094bb21b6425f166ebb9f64f64f	8.5	12.75	12.0	19.0	33.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.5	33.25	49.75	24.5	44.25	24.0	14.75	0.0
1CMET2-PWY	a895f151de7f3a3e9b84e15800425631	72.25	224.0	85.5	85.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.25	101.75	86.75	34.0	42.25	27.0	130.75	0.0
1CMET2-PWY	abd40160e03332710641ee74b1b42816	0.0	0.0	0.0	0.0	0.0	36.0	16.75	75.25	23.75	73.0	22.5	78.75	70.75	61.25	71.25	29.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.25
1CMET2-PWY	b639d3575f66b7b6b5dd908999072997	33.5	12.75	14.5	17.75	29.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.75	58.5	102.25	22.0	47.0	16.25	21.25	0.0
1CMET2-PWY	b8083ad94a9a412e5d124d68d2da3343	60.3064	0.0	0.0	417.8372	11.30745	0.0	0.0	0.0	0.0	0.0	0.0	1429.0463	8.07675	17.2304	106.07464999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.153649999999999	1.6153499999999998
1CMET2-PWY	bac85f511e578b92b4a16264719bdb2d	14.0	1.0	15.75	32.75	22.5	110.0	114.75	88.0	114.0	106.5	127.75	115.5	113.75	93.0	103.75	73.5	22.25	9.25	30.5	8.75	8.75	2.25	34.5	67.25
1CMET2-PWY	c6f8879689d204423d60258f2759ebf1	6.75	9.25	1.75	6.75	3.0	6.25	12.5	35.5	3.0	31.0	25.0	29.5	27.5	12.5	7.0	13.0	14.0	13.75	25.5	2.25	5.25	5.25	8.5	13.0
1CMET2-PWY	cebb9cfc1d8430f13650adacf98b0a61	0.0	0.0	0.0	0.0	0.0	42.0	20.25	59.25	27.0	33.75	17.5	5.0	53.0	16.5	33.5	7.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.75
1CMET2-PWY	cfe4029cc35d2695cf0ce8c5ff332956	17.25	59.5	27.5	27.5	29.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.75	36.75	26.0	11.75	14.75	8.25	37.5	0.0
1CMET2-PWY	d307aef8086bbdb1c3e4f3d5511412dc	2.75	17.25	8.0	6.5	12.25	23.0	10.5	77.0	3.5	81.25	44.5	2.75	2.25	47.75	0.5	69.5	38.75	26.75	39.25	11.75	9.5	10.5	16.75	39.25
1CMET2-PWY	d6cecaaf52a711cc96417a5334067830	46.5	66.75	4.25	22.5	39.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.5	21.0	19.0	29.5	30.25	27.0	50.5	0.0
1CMET2-PWY	daac2b933e609bc0b483a4c25c92a055	0.0	0.0	0.0	0.0	0.0	20.25	24.0	15.5	19.5	23.0	43.5	24.5	25.25	40.75	25.25	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.5
1CMET2-PWY	de1be320837d0ac367b4ccef7f7ef44c	0.5	0.0	0.0	0.0	0.0	39.25	53.5	16.0	1.5	19.0	6.5	72.75	50.75	20.0	40.5	3.25	1.75	0.0	0.75	0.0	2.75	2.75	2.0	9.75
1CMET2-PWY	e6380dc8bedb392a5c2139c21c26a7e4	286.0	0.0	218.0	258.0	235.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219.0	312.0	562.0	498.0	661.0	221.0	320.0	0.0
1CMET2-PWY	f3e89fa547a772288e6624c88135a47f	0.0	0.0	0.0	0.0	0.0	68.25	19.75	2.25	76.5	10.25	0.0	129.0	109.0	0.0	140.75	3.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.25
1CMET2-PWY	f5b23f626e3f2d2d1213f83c6de3e385	16.75	10.25	4.25	3.25	3.5	23.0	8.5	17.25	5.75	24.75	36.75	17.25	30.5	18.0	28.0	31.25	4.0	4.25	8.25	11.75	14.25	6.25	29.25	10.75
1CMET2-PWY	ff33233ffebbe6e3720af8bba7e89f08	59.75	53.75	36.25	46.0	82.5	25.0	47.75	56.25	77.75	49.25	27.25	41.75	9.0	37.25	12.0	21.0	51.5	41.0	45.0	75.5	74.0	43.25	74.25	12.5
ANAGLYCOLYSIS-PWY	20e568023c10eaac834f1c110aacea18	33.428200000000004	664.7069	295.711	185.1408	327.8535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.2851	30.8568	61.7136	3.8571	24.4283	3.8571	264.8542	0.0
ANAGLYCOLYSIS-PWY	23fe12a325dfefcdb23447f43b6b896e	114.3504	0.0	122.82079999999999	128.1148	132.35	191.6428	96.35079999999999	561.164	530.4588	996.3308	254.112	20.1172	52.94	300.69919999999996	7.4116	740.1012	189.52519999999998	276.3468	508.224	221.2892	280.582	134.4676	131.2912	717.8664
ANAGLYCOLYSIS-PWY	288c8176059111c4c7fdfb0cd5afce64	26.999399999999998	23.823	15.6173	18.2643	24.8818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.676099999999998	29.3817	30.4405	22.2348	25.4112	13.7644	43.9402	0.0
ANAGLYCOLYSIS-PWY	2a45f0b7f68a35504402988bcb8eb7fe	0.0	0.0	0.0	0.0	0.0	56.25	16.875	191.25	41.625	309.375	193.5	36.0	319.5	252.0	68.625	212.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.25
ANAGLYCOLYSIS-PWY	343635a5abc8d3b1dbd2b305eb0efe32	16.9408	6.6175	3.4411	6.8822	18.2643	6.6175	12.7056	6.8822	10.3233	14.8232	20.6466	7.6762999999999995	6.0881	6.3528	5.8233999999999995	5.8233999999999995	22.2348	14.558499999999999	17.7349	27.793499999999998	29.3817	27.793499999999998	21.176	3.4411
ANAGLYCOLYSIS-PWY	40c2346925c479d2f90d76aea73b0975	0.7941	5.0293	0.0	0.0	1.8529	17.7349	9.5292	92.9097	6.0881	93.4391	40.763799999999996	2.1176	2.647	38.1168	2.3823	69.3514	8.2057	6.0881	7.4116	1.3235	1.5882	1.8529	6.0881	37.3227
ANAGLYCOLYSIS-PWY	48292bb527301239168556057a7805bb	0.0	0.0	0.0	0.0	0.0	35.9992	42.6167	62.7339	40.763799999999996	59.2928	30.4405	56.1164	12.4409	42.8814	12.9703	29.3817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.9113
ANAGLYCOLYSIS-PWY	48634a509c9db2a42174d1920e5c3999	86.63640000000001	96.13080000000001	271.7772	11.868	0.0	523.3788000000001	111.5592	201.756	93.75720000000001	580.3452000000001	410.63280000000003	4.7472	0.0	248.0412	2.3736	129.3612	15.428400000000002	47.472	43.9116	198.1956	291.9528	13.0548	17.802	378.5892
ANAGLYCOLYSIS-PWY	5c5f6d5a2d45a21bc576e475985efa17	9.2645	15.352599999999999	6.6175	23.0289	27.2641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.2641	33.352199999999996	43.4108	20.9113	40.763799999999996	32.558099999999996	19.587799999999998	0.0
ANAGLYCOLYSIS-PWY	663baa27cddeac43b08f428e96650bf5	29.6464	7.6762999999999995	11.9115	9.2645	19.8525	74.9101	114.3504	141.8792	231.0831	216.7893	98.4684	120.9679	131.0265	108.79169999999999	89.4686	146.3791	7.4116	8.7351	7.1469	23.293599999999998	19.8525	19.3231	29.911099999999998	59.028099999999995
ANAGLYCOLYSIS-PWY	691eeed271e420c8e7a91d5ea0cf5431	28.3229	35.7345	26.999399999999998	17.7349	48.4401	1.3235	1.3235	0.0	3.1764	0.0	5.5587	0.0	0.0	0.0	0.0	1.5882	25.1465	17.9996	28.5876	46.587199999999996	42.6167	30.1758	33.8816	6.6175
ANAGLYCOLYSIS-PWY	6d5af1db8934361889a6fb8d80c70836	81.52759999999999	64.0574	49.4989	56.6458	89.7333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.1455	43.9402	50.8224	71.9984	66.70439999999999	75.17479999999999	101.9095	0.0
ANAGLYCOLYSIS-PWY	749f091c6dfc58f7a48d89cf4c0f3049	84.375	0.0	7.875	61.875	25.875	15.75	103.5	23.625	21.375	194.625	122.625	164.25	41.625	18.0	77.625	14.625	91.125	13.5	11.25	30.375	25.875	195.75	147.375	24.75
ANAGLYCOLYSIS-PWY	763af2e6cfd1d573893fa6d28aafc4b5	23.5583	29.116999999999997	24.087699999999998	24.6171	37.587399999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.8818	13.7644	12.4409	27.2641	31.499299999999998	19.0584	28.0582	0.0
ANAGLYCOLYSIS-PWY	7e5d7cc681f5a0c25e0816a77d59ffb2	2.647	6.8822	4.4999	5.0293	6.6175	10.0586	12.7056	25.4112	8.2057	29.116999999999997	12.7056	22.499499999999998	20.381899999999998	10.0586	14.8232	14.558499999999999	11.9115	10.0586	12.9703	6.0881	6.3528	2.647	10.0586	10.0586
ANAGLYCOLYSIS-PWY	86681c8e9c64b6683071cf185f9e3419	189.52519999999998	185.0253	107.99759999999999	153.52599999999998	253.58259999999999	300.96389999999997	478.0482	571.2225999999999	491.8126	519.8708	275.5527	502.6653	142.938	454.2252	165.4375	347.81579999999997	230.8184	202.7602	183.9665	294.87579999999997	272.64099999999996	225.52439999999999	307.05199999999996	225.52439999999999
ANAGLYCOLYSIS-PWY	8726f3950f95ade7a06f46b7cf3de779	45.4101	67.906509	22.0914	0.0	15.9549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.867991	37.641291	53.596191000000005	34.769408999999996	17.1822	18.004491	86.31600900000001	0.0
ANAGLYCOLYSIS-PWY	8db33d54e5184b0f448ae140f793368a	0.0	0.0	0.0	0.0	0.0	17.2055	2.9116999999999997	20.6466	5.0293	66.4397	35.9992	0.0	20.1172	4.2352	19.0584	29.3817	16.9408	12.7056	26.999399999999998	0.0	0.0	0.0	0.0	9.5292
ANAGLYCOLYSIS-PWY	9272935a83a4b015099938a373d42cc5	0.0	0.0	0.0	0.0	0.0	20.459091000000004	25.368291000000003	247.509591	166.09050900000003	142.771809	143.5941	0.0	0.0	129.688791	29.050191000000005	139.089909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.276891
ANAGLYCOLYSIS-PWY	94be7094bb21b6425f166ebb9f64f64f	8.9998	13.499699999999999	12.7056	20.1172	35.2051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.4698	35.2051	52.6753	25.9406	46.8519	25.4112	15.6173	0.0
ANAGLYCOLYSIS-PWY	a895f151de7f3a3e9b84e15800425631	76.4983	237.1712	90.5274	89.99799999999999	123.8796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.1455	107.7329	91.8509	35.9992	44.7343	28.5876	138.4381	0.0
ANAGLYCOLYSIS-PWY	abd40160e03332710641ee74b1b42816	0.0	0.0	0.0	0.0	0.0	38.1168	17.7349	79.6747	25.1465	77.2924	23.823	83.3805	74.9101	64.8515	75.4395	31.499299999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.2639
ANAGLYCOLYSIS-PWY	b639d3575f66b7b6b5dd908999072997	35.4698	13.499699999999999	15.352599999999999	18.793699999999998	30.9699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.32209999999999	61.9398	108.2623	23.293599999999998	49.7636	17.2055	22.499499999999998	0.0
ANAGLYCOLYSIS-PWY	b8083ad94a9a412e5d124d68d2da3343	66.4608	0.0	0.0	460.4784	12.461400000000001	0.0	0.0	0.0	0.0	0.0	0.0	1574.8836000000001	8.901	18.9888	116.89980000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.087800000000001	1.7802000000000002
ANAGLYCOLYSIS-PWY	bac85f511e578b92b4a16264719bdb2d	14.8232	1.0588	16.676099999999998	34.6757	23.823	116.46799999999999	121.4973	93.17439999999999	120.7032	112.76219999999999	135.2617	122.2914	120.43849999999999	98.4684	109.8505	77.8218	23.5583	9.793899999999999	32.2934	9.2645	9.2645	2.3823	36.5286	71.2043
ANAGLYCOLYSIS-PWY	c6f8879689d204423d60258f2759ebf1	7.1469	9.793899999999999	1.8529	7.1469	3.1764	6.6175	13.235	37.587399999999995	3.1764	32.8228	26.47	31.2346	29.116999999999997	13.235	7.4116	13.7644	14.8232	14.558499999999999	26.999399999999998	2.3823	5.5587	5.5587	8.9998	13.7644
ANAGLYCOLYSIS-PWY	c9e3a646d6b14e727ec78e0abe6aa878	0.0	9.5292	9.5292	6.3528	6.3528	89.99799999999999	147.1732	409.75559999999996	158.82	117.5268	114.3504	179.99599999999998	248.81799999999998	21.176	67.7632	49.7636	10.588	26.47	51.8812	12.7056	10.588	6.3528	2.1176	50.8224
ANAGLYCOLYSIS-PWY	cebb9cfc1d8430f13650adacf98b0a61	0.0	0.0	0.0	0.0	0.0	44.4696	21.4407	62.7339	28.5876	35.7345	18.529	5.294	56.1164	17.4702	35.4698	8.2057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.4409
ANAGLYCOLYSIS-PWY	cfe4029cc35d2695cf0ce8c5ff332956	18.2643	62.998599999999996	29.116999999999997	29.116999999999997	30.9699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.9701	38.9109	27.5288	12.4409	15.6173	8.7351	39.705	0.0
ANAGLYCOLYSIS-PWY	d307aef8086bbdb1c3e4f3d5511412dc	2.9116999999999997	18.2643	8.4704	6.8822	12.9703	24.3524	11.1174	81.52759999999999	3.7058	86.0275	47.1166	2.9116999999999997	2.3823	50.5577	0.5294	73.5866	41.0285	28.3229	41.5579	12.4409	10.0586	11.1174	17.7349	41.5579
ANAGLYCOLYSIS-PWY	d6cecaaf52a711cc96417a5334067830	49.2342	70.6749	4.4999	23.823	41.8226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0582	22.2348	20.1172	31.2346	32.0287	28.5876	53.4694	0.0
ANAGLYCOLYSIS-PWY	daac2b933e609bc0b483a4c25c92a055	0.0	0.0	0.0	0.0	0.0	21.4407	25.4112	16.4114	20.6466	24.3524	46.0578	25.9406	26.7347	43.1461	26.7347	25.4112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.6466
ANAGLYCOLYSIS-PWY	de1be320837d0ac367b4ccef7f7ef44c	0.5294	0.0	0.0	0.0	0.0	41.5579	56.6458	16.9408	1.5882	20.1172	6.8822	77.0277	53.7341	21.176	42.8814	3.4411	1.8529	0.0	0.7941	0.0	2.9116999999999997	2.9116999999999997	2.1176	10.3233
ANAGLYCOLYSIS-PWY	e6380dc8bedb392a5c2139c21c26a7e4	302.8168	0.0	230.8184	273.1704	248.81799999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	231.8772	330.3456	595.0456	527.2823999999999	699.8668	233.9948	338.816	0.0
ANAGLYCOLYSIS-PWY	f3e89fa547a772288e6624c88135a47f	0.0	0.0	0.0	0.0	0.0	72.2631	20.9113	2.3823	80.9982	10.8527	0.0	136.5852	115.4092	0.0	149.02609999999999	3.4411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4999
ANAGLYCOLYSIS-PWY	f5b23f626e3f2d2d1213f83c6de3e385	17.7349	10.8527	4.4999	3.4411	3.7058	24.3524	8.9998	18.2643	6.0881	26.205299999999998	38.9109	18.2643	32.2934	19.0584	29.6464	33.0875	4.2352	4.4999	8.7351	12.4409	15.0879	6.6175	30.9699	11.3821
ANAGLYCOLYSIS-PWY	ff33233ffebbe6e3720af8bba7e89f08	63.2633	56.9105	38.381499999999996	48.7048	87.351	26.47	50.5577	59.5575	82.32169999999999	52.1459	28.8523	44.204899999999995	9.5292	39.4403	12.7056	22.2348	54.5282	43.4108	47.646	79.93939999999999	78.35119999999999	45.793099999999995	78.6159	13.235
ARGORNPROST-PWY	8726f3950f95ade7a06f46b7cf3de779	37.0	55.33	18.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.67	30.67	43.67	28.33	14.0	14.67	70.33	0.0
ARGSYN-PWY	20e568023c10eaac834f1c110aacea18	26.553800000000003	528.0121	234.89900000000003	147.0672	260.4315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.91590000000001	24.511200000000002	49.022400000000005	3.0639000000000003	19.404700000000002	3.0639000000000003	210.38780000000003	0.0
ARGSYN-PWY	48634a509c9db2a42174d1920e5c3999	75.0878	83.3166	235.5494	10.286	0.0	453.6126	96.6884	174.862	81.2594	502.98539999999997	355.8956	4.1144	0.0	214.9774	2.0572	112.11739999999999	13.3718	41.144	38.0582	171.7762	253.0356	11.314599999999999	15.428999999999998	328.1234
ARGSYN-PWY	749f091c6dfc58f7a48d89cf4c0f3049	78.8325	0.0	7.3576999999999995	57.8105	24.1753	14.715399999999999	96.7012	22.073099999999997	19.9709	181.84029999999998	114.56989999999999	153.4606	38.890699999999995	16.8176	72.5259	13.664299999999999	85.1391	12.613199999999999	10.511	28.3797	24.1753	182.89139999999998	137.6941	23.1242
ARGSYN-PWY	8726f3950f95ade7a06f46b7cf3de779	37.7881	56.508529	18.3834	0.0	13.276900000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.875971000000002	31.323271000000005	44.600171	28.933429	14.298200000000001	14.982471000000002	71.828029	0.0
ARGSYN-PWY	9272935a83a4b015099938a373d42cc5	0.0	0.0	0.0	0.0	0.0	17.521837	21.726237	211.97533699999997	142.245363	122.27446299999998	122.97869999999999	0.0	0.0	111.06973699999999	24.879537	119.121163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.806437
ARGSYN-PWY	b8083ad94a9a412e5d124d68d2da3343	57.8088	0.0	0.0	400.5324	10.83915	0.0	0.0	0.0	0.0	0.0	0.0	1369.8621	7.74225	16.5168	101.68155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.77455	1.5484499999999999
ARGSYNBSUB-PWY	20e568023c10eaac834f1c110aacea18	27.3676	544.1942	242.09799999999998	151.5744	268.413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.2618	25.2624	50.5248	3.1578	19.9994	3.1578	216.8356	0.0
ARGSYNBSUB-PWY	48634a509c9db2a42174d1920e5c3999	78.2122	86.78339999999999	245.3506	10.713999999999999	0.0	472.4874	100.71159999999999	182.13799999999998	84.64059999999999	523.9146	370.70439999999996	4.2856	0.0	223.9226	2.1428	116.78259999999999	13.928199999999999	42.855999999999995	39.641799999999996	178.92379999999997	263.5644	11.7854	16.070999999999998	341.7766
ARGSYNBSUB-PWY	749f091c6dfc58f7a48d89cf4c0f3049	91.83749999999999	0.0	8.5715	67.3475	28.1635	17.143	112.654	25.714499999999997	23.2655	211.83849999999998	133.4705	178.777	45.3065	19.592	84.4905	15.918499999999998	99.1845	14.693999999999999	12.245	33.061499999999995	28.1635	213.063	160.40949999999998	26.939
ARGSYNBSUB-PWY	9272935a83a4b015099938a373d42cc5	0.0	0.0	0.0	0.0	0.0	20.004	24.804000000000002	242.00399999999996	162.39600000000002	139.596	140.4	0.0	0.0	126.804	28.404	135.99599999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2039999999999997
ARGSYNBSUB-PWY	b8083ad94a9a412e5d124d68d2da3343	60.541599999999995	0.0	0.0	419.4668	11.35155	0.0	0.0	0.0	0.0	0.0	0.0	1434.6197	8.10825	17.2976	106.48835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.18935	1.6216499999999998
ARO-PWY	20e568023c10eaac834f1c110aacea18	27.999399999999998	556.7573	247.68699999999998	155.0736	274.60949999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.3067	25.845599999999997	51.691199999999995	3.2306999999999997	20.4611	3.2306999999999997	221.8414	0.0
ARO-PWY	48634a509c9db2a42174d1920e5c3999	85.1691	94.5027	267.1743	11.667000000000002	0.0	514.5147000000001	109.66980000000001	198.339	92.1693	570.5163	403.6782	4.6668	0.0	243.8403	2.3334	127.17030000000001	15.167100000000001	46.668000000000006	43.1679	194.83890000000002	287.00820000000004	12.8337	17.500500000000002	372.1773
ARO-PWY	9272935a83a4b015099938a373d42cc5	0.0	0.0	0.0	0.0	0.0	17.951923	22.259523	217.17842299999998	145.73687700000002	125.27577699999999	125.9973	0.0	0.0	113.796023	25.490223	122.04507699999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.875323
ARO-PWY	b8083ad94a9a412e5d124d68d2da3343	65.3352	0.0	0.0	452.67960000000005	12.250350000000001	0.0	0.0	0.0	0.0	0.0	0.0	1548.2109	8.750250000000001	18.6672	114.91995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.91695	1.75005
ASPASN-PWY	20e568023c10eaac834f1c110aacea18	29.715400000000002	590.8793000000001	262.867	164.57760000000002	291.4395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.1447	27.4296	54.8592	3.4287	21.7151	3.4287	235.4374	0.0
ASPASN-PWY	23fe12a325dfefcdb23447f43b6b896e	143.9964	0.0	154.6628	161.3293	166.6625	241.32729999999998	121.3303	706.649	667.9833	1254.6353	319.99199999999996	25.3327	66.66499999999999	378.6572	9.3331	931.9766999999999	238.6607	347.99129999999997	639.9839999999999	278.6597	353.3245	169.32909999999998	165.3292	903.9774
ASPASN-PWY	288c8176059111c4c7fdfb0cd5afce64	29.14395	25.71525	16.857775	19.715025	26.858150000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.000675	31.715475	32.858375	24.0009	27.4296	14.857700000000001	47.430350000000004	0.0
ASPASN-PWY	343635a5abc8d3b1dbd2b305eb0efe32	18.2864	7.143125	3.7144250000000003	7.428850000000001	19.715025	7.143125	13.7148	7.428850000000001	11.143275000000001	16.0006	22.286550000000002	8.286025	6.571675	6.8574	6.28595	6.28595	24.0009	15.714875000000001	19.143575000000002	30.001125000000002	31.715475	30.001125000000002	22.858	3.7144250000000003
ASPASN-PWY	40c2346925c479d2f90d76aea73b0975	0.857175	5.428775	0.0	0.0	2.000075	19.143575000000002	10.286100000000001	100.289475	6.571675	100.86092500000001	44.00165	2.2858	2.85725	41.144400000000005	2.5715250000000003	74.85995	8.857475	6.571675	8.0003	1.428625	1.71435	2.000075	6.571675	40.287225
ASPASN-PWY	48292bb527301239168556057a7805bb	0.0	0.0	0.0	0.0	0.0	38.8586	46.001725	67.716825	44.00165	64.0024	32.858375	60.5737	13.429075000000001	46.28745	14.000525	31.715475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.572275
ASPASN-PWY	48634a509c9db2a42174d1920e5c3999	73.0	81.0	229.0	10.0	0.0	441.0	94.0	170.0	79.0	489.0	346.0	4.0	0.0	209.0	2.0	109.0	13.0	40.0	37.0	167.0	246.0	11.0	15.0	319.0
